Date,SP500_Close,XLY_Close,XLP_Close,XLE_Close,XLF_Close,XLV_Close,XLI_Close,XLB_Close,XLK_Close,XLU_Close
12/10/2009,1102.35,29.47,26.85,55.5,11.6,31.28,27.89,32.35,22.29,31.28
12/11/2009,1106.41,29.76,27,55.53,11.69,31.28,28.17,32.44,22.24,31.82
12/14/2009,1114.11,29.99,27.1,56.1,11.75,31.57,28.55,32.91,22.42,31.97
12/15/2009,1107.93,29.95,26.99,56.28,11.56,31.58,28.47,32.59,22.28,31.77
12/16/2009,1109.18,29.98,26.86,56.64,11.64,31.42,28.35,32.92,22.35,31.63
12/17/2009,1096.07,29.62,26.54,56.16,11.42,31.13,28.04,32.19,22.08,31.45
12/18/2009,1102.47,29.61,26.24,56.15,11.55,31.13,27.85,31.99,22.33,31.35
12/21/2009,1114.05,29.99,26.38,56.82,11.72,31.42,28.06,32.46,22.53,31.44
12/22/2009,1118.02,29.97,26.56,57.09,11.74,31.56,28.09,32.65,22.71,31.18
12/23/2009,1120.59,30.16,26.58,57.54,11.69,31.46,28.14,33.15,22.8,31.25
12/24/2009,1126.48,30.18,26.68,57.81,11.8,31.46,28.25,33.41,23.01,31.48
12/28/2009,1127.78,30.16,26.73,57.91,11.76,31.62,28.2,33.44,23.08,31.5
12/29/2009,1126.19,30.26,26.78,57.53,11.71,31.58,28.28,33.49,23.05,31.48
12/30/2009,1126.42,30.05,26.73,57.47,11.72,31.49,28.14,33.45,23.13,31.47
12/31/2009,1115.1,29.77,26.47,57.01,11.69,31.07,27.79,32.99,22.93,31.02
1/4/2010,1132.99,30,26.67,58.81,11.93,31.61,28.32,34.02,23.27,31.08
1/5/2010,1136.52,30.11,26.68,59.29,12.15,31.3,28.42,34.13,23.24,30.71
1/6/2010,1137.14,30.15,26.66,60,12.17,31.62,28.48,34.71,22.98,30.89
1/7/2010,1141.68,30.4,26.66,59.91,12.43,31.73,28.79,34.44,22.89,30.75
1/8/2010,1144.98,30.39,26.57,60.3,12.36,31.78,29.25,34.92,23.04,30.72
1/11/2010,1146.98,30.33,26.64,60.22,12.37,31.96,29.57,34.73,22.95,31.04
1/12/2010,1136.22,29.94,26.79,59.35,12.19,31.73,29.33,34.07,22.7,30.91
1/13/2010,1145.68,30.28,26.98,59.57,12.33,32.15,29.45,34.47,22.92,31.25
1/14/2010,1148.46,30.28,26.9,59.74,12.38,32.44,29.45,34.05,22.98,31.11
1/15/2010,1136.03,29.98,26.77,59.26,12.13,32.22,29.07,33.8,22.66,30.91
1/19/2010,1150.23,30.38,26.93,59.8,12.29,33,29.39,34.34,23.05,31.27
1/20/2010,1138.04,29.97,26.73,58.87,12.25,32.72,28.94,33.73,22.68,30.94
1/21/2010,1116.48,29.59,26.35,57.67,11.9,32.01,28.27,32.27,22.44,30.49
1/22/2010,1091.76,29.02,26.29,56.3,11.52,31.66,27.84,31.63,21.66,29.82
1/25/2010,1096.78,29.17,26.34,56.67,11.58,31.66,28.02,31.91,21.84,30.02
1/26/2010,1092.17,29.21,26.31,56.31,11.38,31.48,27.9,31.46,21.78,30.14
1/27/2010,1097.5,29.26,26.37,56.09,11.65,31.7,27.98,31.19,21.96,29.94
1/28/2010,1084.53,29.09,26.3,55.5,11.6,31.5,27.66,30.63,21.33,29.71
1/29/2010,1073.87,28.91,26.2,54.5,11.51,31.28,27.38,30.14,20.96,29.53
2/1/2010,1089.18,29.28,26.4,56.3,11.71,31.46,27.79,31.34,21.2,29.72
2/2/2010,1103.31,29.69,26.78,57.04,11.82,32.11,28.32,31.44,21.41,29.96
2/3/2010,1097.28,29.71,26.59,56.55,11.69,31.68,28.15,31.08,21.46,29.75
2/4/2010,1063.11,28.85,26.05,54.23,11.19,30.88,27.32,29.92,20.86,28.97
2/5/2010,1066.18,28.77,25.98,54.24,11.32,30.83,27.2,30.48,21.07,28.92
2/8/2010,1056.74,28.59,25.95,53.74,11.09,30.68,26.9,29.99,20.98,28.59
2/9/2010,1070.52,29.03,26.26,54.87,11.21,30.92,27.42,30.72,21.16,28.88
2/10/2010,1068.13,28.91,26.23,54.64,11.3,30.73,27.38,30.51,21.1,28.75
2/11/2010,1078.47,29.25,26.44,55.57,11.32,30.94,27.79,31.03,21.32,28.92
2/12/2010,1075.51,29.25,26.44,55.59,11.33,30.87,27.57,30.97,21.36,28.81
2/16/2010,1094.87,29.72,26.71,56.9,11.56,31.14,28.22,31.75,21.68,29.31
2/17/2010,1099.51,29.96,26.9,56.82,11.6,31.38,28.46,31.77,21.74,29.19
2/18/2010,1106.75,30.15,27.06,57.14,11.68,31.53,28.72,32.11,21.88,29.35
2/19/2010,1109.17,30.22,27.12,57.36,11.74,31.53,28.86,32.29,21.82,29.76
2/22/2010,1108.01,30.21,27.12,56.57,11.9,31.44,28.88,32.15,21.78,29.6
2/23/2010,1094.6,30.03,26.97,55.63,11.68,31.14,28.51,31.64,21.51,29.4
2/24/2010,1105.24,30.42,27.14,55.98,11.88,31.37,28.8,31.56,21.72,29.43
2/25/2010,1102.93,30.47,27.16,56.01,11.85,31.39,28.73,31.49,21.66,29.37
2/26/2010,1104.49,30.52,27.03,56.14,11.92,31.4,28.84,31.5,21.69,29.14
3/1/2010,1115.71,31,27.22,56.66,11.95,31.7,29.22,31.98,21.97,29.56
3/2/2010,1118.31,30.84,27.32,57.13,11.99,31.81,29.27,32.25,21.94,29.65
3/3/2010,1118.79,30.93,27.33,57.38,12,31.68,29.31,32.53,21.95,29.6
3/4/2010,1122.97,31.21,27.42,57.08,12.12,31.58,29.45,32.75,22.04,29.66
3/5/2010,1138.69,31.79,27.59,58.15,12.36,32.02,29.9,33.17,22.31,29.96
3/8/2010,1138.5,31.87,27.49,58.06,12.38,31.83,29.76,33.17,22.43,29.96
3/9/2010,1140.44,31.82,27.45,58.06,12.42,31.81,30,32.96,22.53,29.92
3/10/2010,1145.61,31.89,27.41,58.57,12.56,31.83,30.06,32.97,22.68,29.93
3/11/2010,1150.24,32.12,27.46,58.47,12.67,32.08,30.17,33.16,22.77,30.03
3/12/2010,1149.99,32.21,27.48,58.5,12.62,31.84,30.37,33.29,22.75,29.84
3/15/2010,1150.51,32.17,27.69,57.9,12.62,32.05,30.37,33.28,22.73,29.95
3/16/2010,1159.46,32.41,27.82,58.42,12.77,32.14,30.78,33.77,22.9,30.3
3/17/2010,1166.21,32.57,27.94,59.06,12.93,32.15,30.83,33.96,22.97,30.4
3/18/2010,1165.82,32.56,27.97,58.18,12.85,32.37,31.04,33.72,23,30.26
3/19/2010,1159.9,32.4,27.77,57.28,12.74,32.25,30.81,33.28,22.79,29.96
3/22/2010,1165.81,32.74,27.91,57.13,12.81,32.46,30.9,33.77,22.96,29.76
3/23/2010,1174.17,32.87,28.13,57.35,12.91,32.62,31.25,34.21,23.18,29.88
3/24/2010,1167.72,32.74,27.93,57.02,12.92,32.27,31.03,34.11,23.07,29.57
3/25/2010,1165.73,32.93,27.89,56.06,12.98,32.14,31.01,33.43,23.11,29.38
3/26/2010,1166.59,33.06,27.91,56.08,12.99,31.9,31.09,33.68,23,29.45
3/29/2010,1173.22,33.11,28.04,57.17,13.01,32.24,31.37,34.04,23.07,29.81
3/30/2010,1173.27,33.08,28.09,57.26,12.93,32.24,31.42,34.09,23.17,29.73
3/31/2010,1169.43,32.84,27.93,57.52,12.95,32.13,31.24,33.92,23.1,29.66
4/1/2010,1178.1,33.07,28.11,58.54,13.06,32.31,31.44,34.51,23.06,30.07
4/5/2010,1187.43,33.47,28.11,59.58,13.19,32.22,31.67,34.93,23.33,30.25
4/6/2010,1189.43,33.52,28.02,59.58,13.33,32.2,31.68,34.99,23.35,30.5
4/7/2010,1182.44,33.4,27.84,58.99,13.28,32.06,31.5,34.77,23.26,30.2
4/8/2010,1186.43,33.72,27.89,59.2,13.38,31.94,31.6,34.85,23.3,30.02
4/9/2010,1194.37,33.97,28.04,59.83,13.43,32.08,31.78,34.91,23.48,30.24
4/12/2010,1196.48,33.97,28.13,59.97,13.49,31.99,31.85,34.8,23.53,30.32
4/13/2010,1197.3,34.15,28.04,59.76,13.5,32.02,31.9,34.67,23.6,30.16
4/14/2010,1210.65,34.68,28.08,60.33,13.85,31.91,32.31,34.93,23.94,30.19
4/15/2010,1211.67,34.83,28.03,60.32,13.79,31.82,32.62,34.93,24.05,30.18
4/16/2010,1192.13,34.37,27.91,59.3,13.29,31.63,32.09,34.33,23.73,29.83
4/19/2010,1197.52,34.43,28.02,59.38,13.42,31.89,32.03,34.34,23.78,29.86
4/20/2010,1207.17,34.85,28.1,60.54,13.59,31.96,32.4,34.45,23.91,30.24
4/21/2010,1205.93,35.01,28.1,60.48,13.51,31.4,32.62,34.36,23.96,30.27
4/22/2010,1208.67,35.64,28.1,60.63,13.59,31.04,32.92,34.7,24.02,30.37
4/23/2010,1217.28,35.67,28.03,62.09,13.63,31.35,33.12,35.01,24.08,30.61
4/26/2010,1212.05,35.95,27.97,61.88,13.41,31.02,33.19,35.16,24.05,30.5
4/27/2010,1183.71,34.91,27.48,59.98,12.96,30.66,32.39,33.88,23.58,29.98
4/28/2010,1191.36,34.79,27.7,60.59,13.15,30.86,32.62,34.29,23.65,30.29
4/29/2010,1206.78,35.56,27.79,60.66,13.45,31.28,33.36,34.6,23.89,30.32
4/30/2010,1186.68,34.82,27.63,59.91,13.12,30.88,32.57,33.99,23.39,30.44
5/3/2010,1202.26,35.52,27.79,60.59,13.37,31.03,33.22,33.97,23.71,30.83
5/4/2010,1173.6,34.48,27.51,58.97,13.01,30.85,32.17,32.79,23.03,30.3
5/5/2010,1165.87,33.99,27.61,58.04,12.94,30.95,31.76,32.55,22.93,30.09
5/6/2010,1128.15,32.78,26.92,56.05,12.39,30.12,30.71,31.48,22.24,29.26
5/7/2010,1110.88,32.18,26.74,54.99,12.25,29.72,30.03,31.13,21.75,29.1
5/10/2010,1159.73,33.86,27.52,57.34,12.94,30.52,31.75,32.61,22.75,30
5/11/2010,1155.79,33.85,27.51,56.96,12.89,30.46,31.66,32.2,22.6,30.06
5/12/2010,1171.67,34.34,27.7,57.75,13.03,30.71,32.36,32.87,23.19,30.31
5/13/2010,1157.43,33.57,27.53,57.38,12.8,30.38,31.86,32.38,22.85,30.18
5/14/2010,1135.68,33.01,27.27,56.24,12.46,29.97,31.19,31.59,22.41,29.93
5/17/2010,1136.94,33.26,27.56,55.66,12.47,29.97,31.11,31.59,22.52,29.96
5/18/2010,1120.8,32.64,27.4,55.23,12.12,29.73,30.72,31.05,22.18,29.67
5/19/2010,1115.05,32.44,27.33,54.6,12.13,29.66,30.33,31.05,22.01,29.37
5/20/2010,1071.59,31.18,26.52,52.16,11.57,28.73,29.01,29.64,21.31,28.49
5/21/2010,1087.69,31.73,26.62,53.07,11.98,28.8,29.42,30.37,21.47,28.62
5/24/2010,1073.65,31.51,26.43,51.86,11.64,28.73,28.98,29.85,21.37,28.35
5/25/2010,1074.03,31.83,26.12,51.98,11.74,28.61,28.96,30.35,21.31,28.2
5/26/2010,1067.95,31.73,25.95,51.87,11.66,28.43,29.02,30.11,21.1,28.19
5/27/2010,1103.06,32.87,26.48,54.07,12.19,29.01,30,31.3,21.82,28.73
5/28/2010,1089.41,32.37,26.35,53.05,11.92,28.87,29.6,30.75,21.64,28.76
6/1/2010,1070.71,31.88,26.29,50.53,11.67,28.55,28.94,29.76,21.43,28.09
6/2/2010,1098.38,32.68,26.74,52.72,12.03,29.17,29.69,30.68,21.91,28.68
6/3/2010,1102.83,32.79,26.78,53.43,11.97,29.34,29.83,30.31,22.13,28.98
6/4/2010,1064.88,31.52,26.07,51.55,11.49,28.48,28.43,29.11,21.42,28.12
6/7/2010,1050.47,30.92,25.87,51.1,11.26,28.44,27.7,28.59,21.11,28.29
6/8/2010,1062,31.18,26.29,51.95,11.5,28.51,27.99,29.24,21.15,28.66
6/9/2010,1055.69,31.22,26.24,51.41,11.38,28.38,27.99,29.28,21.04,28.5
6/10/2010,1086.84,32.28,26.69,53.99,11.75,28.92,29.07,30.33,21.55,29.2
6/11/2010,1091.6,32.25,26.47,54.32,11.78,29.16,29.17,30.67,21.74,29.22
6/14/2010,1089.63,32.34,26.62,54.04,11.73,29.21,29.14,30.37,21.7,29.39
6/15/2010,1115.23,33.11,26.89,55.62,12.01,29.71,30.02,31.12,22.27,29.96
6/16/2010,1114.61,32.88,26.71,55.58,12.02,29.82,29.94,31.08,22.33,30.15
6/17/2010,1116.04,32.68,26.95,55.52,12,29.86,30.03,30.91,22.41,30.37
6/18/2010,1117.51,32.47,26.66,55.61,12.04,29.55,30,30.95,22.33,30.08
6/21/2010,1113.2,32.21,26.59,55.49,12.03,29.5,30.05,31.14,22.17,29.87
6/22/2010,1095.31,31.49,26.3,53.87,11.84,29.21,29.32,30.37,21.98,29.13
6/23/2010,1092.04,31.47,26.47,53.46,11.78,29.09,29.21,30.43,21.94,28.87
6/24/2010,1073.69,30.72,26.15,52.34,11.57,28.88,28.7,29.66,21.5,28.71
6/25/2010,1076.76,30.81,25.88,52.49,11.88,29.01,28.92,30.1,21.48,28.84
6/28/2010,1074.57,30.58,26.1,51.78,11.77,28.96,28.72,29.76,21.52,29.03
6/29/2010,1041.24,29.49,25.68,50.07,11.35,28.43,27.61,28.66,20.72,28.44
6/30/2010,1030.71,29.13,25.5,49.68,11.21,28.2,27.43,28.37,20.4,28.26
7/1/2010,1027.37,29.37,25.55,49.5,11.11,27.96,27.35,28.21,20.32,28.13
7/2/2010,1022.58,29.04,25.45,49.38,10.98,28.03,27.01,28.05,20.29,28.16
7/6/2010,1028.06,29.04,25.6,49.86,11.04,28.17,27.06,28.08,20.49,28.49
7/7/2010,1060.27,29.86,26.09,51.62,11.53,28.72,28,29.2,21.15,29.37
7/8/2010,1070.25,30.12,26.48,52.35,11.62,28.96,28.36,29.68,21.28,29.6
7/9/2010,1077.96,30.41,26.48,52.62,11.78,29.03,28.64,30.39,21.39,29.8
7/12/2010,1078.75,30.45,26.57,52.48,11.8,28.98,28.49,29.99,21.49,29.9
7/13/2010,1095.34,31.21,26.81,53.11,12.09,29.2,28.99,30.8,21.8,30
7/14/2010,1095.17,31.01,26.82,53.05,12,29.2,29.05,30.7,21.93,30.01
7/15/2010,1096.48,31.11,26.9,52.99,11.98,29.29,29.04,30.67,22,30.21
7/16/2010,1064.88,30.02,26.52,51.73,11.47,28.68,28.07,29.83,21.37,29.69
7/19/2010,1071.25,30.31,26.57,52.06,11.47,28.81,28.23,29.86,21.58,30.15
7/20/2010,1083.48,30.74,26.89,53.25,11.59,28.73,28.67,30.76,21.72,30.42
7/21/2010,1069.59,30.19,26.6,52.38,11.4,28.26,28.6,30.66,21.46,29.95
7/22/2010,1093.67,31.1,26.9,53.54,11.73,28.44,29.48,31.32,22.04,30.43
7/23/2010,1102.66,31.55,27.15,53.78,11.82,28.43,30.07,32.01,22.19,30.48
7/26/2010,1115.01,32.02,27.29,54.25,11.99,28.84,30.56,32.2,22.32,30.7
7/27/2010,1113.84,31.61,27.39,53.99,12.02,28.87,30.35,31.94,22.39,31.15
7/28/2010,1106.13,31.39,27.24,53.87,11.91,28.48,30.27,31.84,22.21,31
7/29/2010,1101.53,31.23,26.91,53.95,11.95,28.46,30.17,31.81,22.01,30.52
7/30/2010,1101.6,31.44,26.98,53.84,11.95,28.57,30.29,32.01,21.92,30.37
8/2/2010,1125.86,32.11,27.29,55.72,12.25,29.11,30.89,32.87,22.38,31
8/3/2010,1120.46,31.62,27.05,55.7,12.11,29.35,30.73,32.27,22.26,30.85
8/4/2010,1127.24,32.15,27.15,56.13,12.16,29.64,31,32.57,22.44,30.98
8/5/2010,1125.81,32.25,27.03,56.31,12.11,29.65,31.02,32.64,22.34,30.93
8/6/2010,1121.64,32.03,27.09,55.64,12,29.71,30.85,32.49,22.28,30.99
8/9/2010,1127.79,32.34,27.23,55.87,12.07,29.79,31.01,32.69,22.43,31.1
8/10/2010,1121.06,32.06,27.29,55.41,11.96,29.86,30.8,32.34,22.2,31.28
